Dt_Venda;Cod_prod;Cod_Cliente;Pr_custo;Pr_Unit;Qtde;Situacao;Cod_Canal_vendas;Cod_Vend
07/01/2018;5;6; R$3,00 ; R$4,28 ;95;N;1;6
07/01/2018;7;6; R$1,01 ; R$1,44 ;70;N;1;6
07/01/2018;5;5; R$3,00 ; R$4,28 ;56;N;1;5
08/01/2018;2;5; R$1,12 ; R$1,18 ;54;N;1;5
08/01/2018;4;7; R$1,69 ; R$2,41 ;31;N;1;7
08/01/2018;7;5; R$1,01 ; R$1,44 ;41;N;2;5
08/01/2018;4;4; R$1,69 ; R$2,41 ;49;N;1;4
08/01/2018;9;6; R$2,64 ; R$2,78 ;66;N;2;6
08/01/2018;2;1; R$1,12 ; R$1,18 ;103;N;1;1
08/01/2018;4;7; R$1,69 ; R$2,41 ;12;N;1;7
08/01/2018;3;5; R$0,77 ; R$0,96 ;65;N;1;5
08/01/2018;7;10; R$1,01 ; R$1,44 ;46;N;1;
08/01/2018;9;4; R$8,13 ; R$8,56 ;19;N;1;4
08/01/2018;4;3; R$1,69 ; R$2,41 ;104;N;1;3
08/01/2018;7;3; R$1,01 ; R$1,44 ;46;N;1;3
08/01/2018;9;5; R$8,13 ; R$8,56 ;70;N;1;5
08/01/2018;6;9; R$2,85 ; R$3,00 ;35;N;2;9
08/01/2018;6;6; R$2,85 ; R$3,00 ;44;N;1;6
09/01/2018;5;3; R$3,00 ; R$4,28 ;20;N;1;3
09/01/2018;5;5; R$3,00 ; R$4,28 ;98;N;1;5
09/01/2018;9;3; R$8,13 ; R$8,56 ;47;N;1;3
09/01/2018;7;1; R$1,01 ; R$1,44 ;72;N;1;1
09/01/2018;6;7; R$2,85 ; R$3,00 ;106;N;1;7
09/01/2018;7;2; R$1,01 ; R$1,44 ;77;N;2;2
09/01/2018;9;10; R$2,64 ; R$2,78 ;32;N;1;
09/01/2018;3;1; R$0,77 ; R$0,96 ;37;N;1;1
09/01/2018;4;3; R$1,69 ; R$2,41 ;88;N;1;3
09/01/2018;4;1; R$1,69 ; R$2,41 ;13;N;1;1
09/01/2018;5;10; R$3,00 ; R$4,28 ;111;N;2;
10/01/2018;5;3; R$3,00 ; R$4,28 ;100;N;1;3
10/01/2018;6;8; R$2,85 ; R$3,00 ;86;N;1;8
10/01/2018;9;6; R$2,64 ; R$2,78 ;25;N;1;6
10/01/2018;7;2; R$1,01 ; R$1,44 ;50;N;1;2
10/01/2018;9;4; R$8,13 ; R$8,56 ;62;N;2;4
10/01/2018;4;5; R$1,69 ; R$2,41 ;77;N;1;5
10/01/2018;9;3; R$2,64 ; R$2,78 ;37;N;1;3
10/01/2018;9;7; R$2,64 ; R$2,78 ;65;N;2;7
10/01/2018;4;5; R$1,69 ; R$2,41 ;107;N;2;5
10/01/2018;2;5; R$1,12 ; R$1,18 ;16;N;2;5
10/01/2018;5;1; R$3,00 ; R$4,28 ;112;N;2;1
10/01/2018;2;2; R$1,12 ; R$1,18 ;54;N;2;2
10/01/2018;4;4; R$1,69 ; R$2,41 ;51;N;2;4
10/01/2018;2;1; R$1,12 ; R$1,18 ;35;N;1;1
10/01/2018;3;10; R$0,77 ; R$0,96 ;76;N;1;
10/01/2018;2;3; R$1,12 ; R$1,18 ;30;N;1;3
10/01/2018;9;9; R$2,64 ; R$2,78 ;26;N;1;9
10/01/2018;5;5; R$3,00 ; R$4,28 ;25;N;1;5
10/01/2018;5;6; R$3,00 ; R$4,28 ;58;N;1;6
10/01/2018;7;7; R$1,01 ; R$1,44 ;105;N;1;7
10/01/2018;7;2; R$1,01 ; R$1,44 ;95;N;2;2
11/01/2018;1;10; R$6,68 ; R$8,35 ;61;N;1;
11/01/2018;1;9; R$6,68 ; R$8,35 ;65;N;1;9
11/01/2018;6;2; R$2,85 ; R$3,00 ;84;N;2;2
11/01/2018;9;3; R$8,13 ; R$8,56 ;91;N;1;3
11/01/2018;3;6; R$0,77 ; R$0,96 ;29;N;2;6
11/01/2018;6;6; R$2,85 ; R$3,00 ;71;N;1;6
11/01/2018;6;7; R$2,85 ; R$3,00 ;35;N;2;7
11/01/2018;7;2; R$1,01 ; R$1,44 ;59;N;1;2
11/01/2018;1;10; R$6,68 ; R$8,35 ;104;N;1;
11/01/2018;3;5; R$0,77 ; R$0,96 ;47;N;1;5
11/01/2018;4;4; R$1,69 ; R$2,41 ;95;N;1;4
11/01/2018;6;4; R$2,85 ; R$3,00 ;66;N;2;4
11/01/2018;6;10; R$2,85 ; R$3,00 ;107;N;1;
11/01/2018;4;7; R$1,69 ; R$2,41 ;69;N;2;7
11/01/2018;3;5; R$0,77 ; R$0,96 ;91;N;2;5
11/01/2018;9;1; R$8,13 ; R$8,56 ;52;N;1;1
11/01/2018;2;9; R$1,12 ; R$1,18 ;95;C;1;9
11/01/2018;5;3; R$3,00 ; R$4,28 ;90;N;2;3
11/01/2018;7;8; R$1,01 ; R$1,44 ;20;N;2;8
11/01/2018;2;9; R$1,12 ; R$1,18 ;91;N;1;9
11/01/2018;5;9; R$3,00 ; R$4,28 ;98;N;1;9
11/01/2018;7;8; R$1,01 ; R$1,44 ;42;N;1;8
11/01/2018;6;2; R$2,85 ; R$3,00 ;56;N;1;2
11/01/2018;7;4; R$1,01 ; R$1,44 ;103;N;1;4
12/01/2018;6;4; R$2,85 ; R$3,00 ;112;N;1;4
12/01/2018;1;7; R$6,68 ; R$8,35 ;52;N;1;7
12/01/2018;7;10; R$1,01 ; R$1,44 ;43;N;2;
12/01/2018;9;4; R$8,13 ; R$8,56 ;51;N;1;4
12/01/2018;5;7; R$3,00 ; R$4,28 ;83;N;1;7
12/01/2018;5;7; R$3,00 ; R$4,28 ;107;N;1;7
12/01/2018;7;8; R$1,01 ; R$1,44 ;80;N;1;8
12/01/2018;9;5; R$8,13 ; R$8,56 ;15;N;2;5
12/01/2018;2;2; R$1,12 ; R$1,18 ;65;N;1;2
12/01/2018;2;4; R$1,12 ; R$1,18 ;65;N;1;4
12/01/2018;2;4; R$1,12 ; R$1,18 ;56;N;2;4
12/01/2018;4;9; R$1,69 ; R$2,41 ;65;N;1;9
12/01/2018;4;10; R$1,69 ; R$2,41 ;28;N;1;
12/01/2018;5;3; R$3,00 ; R$4,28 ;24;N;1;3
12/01/2018;2;4; R$1,12 ; R$1,18 ;53;N;1;4
12/01/2018;6;2; R$2,85 ; R$3,00 ;79;N;2;2
13/01/2018;9;4; R$2,64 ; R$2,78 ;39;N;1;4
13/01/2018;4;6; R$1,69 ; R$2,41 ;38;N;1;6
13/01/2018;9;10; R$2,64 ; R$2,78 ;47;N;1;
13/01/2018;2;5; R$1,12 ; R$1,18 ;18;N;2;5
13/01/2018;4;8; R$1,69 ; R$2,41 ;115;N;2;8
13/01/2018;9;6; R$2,64 ; R$2,78 ;60;N;1;6
13/01/2018;9;5; R$2,64 ; R$2,78 ;22;N;2;5
13/01/2018;2;8; R$1,12 ; R$1,18 ;91;N;2;8
13/01/2018;5;2; R$3,00 ; R$4,28 ;28;N;2;2
13/01/2018;5;2; R$3,00 ; R$4,28 ;48;N;1;2
13/01/2018;9;5; R$8,13 ; R$8,56 ;77;N;1;5
13/01/2018;2;2; R$1,12 ; R$1,18 ;28;N;1;2
13/01/2018;2;10; R$1,12 ; R$1,18 ;79;N;2;
13/01/2018;4;3; R$1,69 ; R$2,41 ;88;N;2;3
13/01/2018;5;7; R$3,00 ; R$4,28 ;15;N;1;7
14/01/2018;1;1; R$6,68 ; R$8,35 ;22;N;1;1
14/01/2018;5;4; R$3,00 ; R$4,28 ;28;N;1;4
14/01/2018;6;1; R$2,85 ; R$3,00 ;17;N;1;1
14/01/2018;9;3; R$8,13 ; R$8,56 ;91;N;2;3
14/01/2018;1;6; R$6,68 ; R$8,35 ;11;N;1;6
14/01/2018;1;9; R$6,68 ; R$8,35 ;91;N;1;9
14/01/2018;3;10; R$0,77 ; R$0,96 ;78;N;1;
14/01/2018;5;4; R$3,00 ; R$4,28 ;69;N;1;4
14/01/2018;4;10; R$1,69 ; R$2,41 ;77;N;1;
14/01/2018;5;2; R$3,00 ; R$4,28 ;115;N;1;2
14/01/2018;5;6; R$3,00 ; R$4,28 ;11;N;1;6
14/01/2018;4;7; R$1,69 ; R$2,41 ;99;N;1;7
14/01/2018;6;9; R$2,85 ; R$3,00 ;112;N;1;9
14/01/2018;5;10; R$3,00 ; R$4,28 ;19;N;1;
14/01/2018;1;1; R$6,68 ; R$8,35 ;114;N;2;1
14/01/2018;4;5; R$1,69 ; R$2,41 ;51;N;1;5
15/01/2018;1;4; R$6,68 ; R$8,35 ;10;N;2;4
15/01/2018;5;10; R$3,00 ; R$4,28 ;88;N;1;
15/01/2018;9;9; R$8,13 ; R$8,56 ;22;N;2;9
15/01/2018;5;1; R$3,00 ; R$4,28 ;33;N;2;1
15/01/2018;9;8; R$2,64 ; R$2,78 ;87;N;2;8
15/01/2018;1;8; R$6,68 ; R$8,35 ;24;N;1;8
15/01/2018;2;8; R$1,12 ; R$1,18 ;108;N;1;8
15/01/2018;9;2; R$8,13 ; R$8,56 ;100;N;1;2
15/01/2018;9;1; R$8,13 ; R$8,56 ;63;N;1;1
15/01/2018;7;5; R$1,01 ; R$1,44 ;19;N;1;5
15/01/2018;6;7; R$2,85 ; R$3,00 ;21;N;1;7
15/01/2018;3;9; R$0,77 ; R$0,96 ;39;N;1;9
15/01/2018;5;7; R$3,00 ; R$4,28 ;12;N;1;7
15/01/2018;2;5; R$1,12 ; R$1,18 ;98;N;2;5
15/01/2018;3;4; R$0,77 ; R$0,96 ;104;N;1;4
15/01/2018;3;7; R$0,77 ; R$0,96 ;47;N;2;7
15/01/2018;5;3; R$3,00 ; R$4,28 ;77;N;2;3
15/01/2018;1;8; R$6,68 ; R$8,35 ;44;N;1;8
15/01/2018;1;8; R$6,68 ; R$8,35 ;79;N;1;8
15/01/2018;9;2; R$2,64 ; R$2,78 ;17;N;1;2
15/01/2018;5;3; R$3,00 ; R$4,28 ;101;N;1;3
15/01/2018;2;7; R$1,12 ; R$1,18 ;55;N;1;7
15/01/2018;4;4; R$1,69 ; R$2,41 ;51;N;1;4
16/01/2018;2;4; R$1,12 ; R$1,18 ;29;N;1;4
16/01/2018;5;7; R$3,00 ; R$4,28 ;78;N;2;7
16/01/2018;9;7; R$2,64 ; R$2,78 ;45;N;1;7
16/01/2018;2;3; R$1,12 ; R$1,18 ;22;N;1;3
16/01/2018;2;4; R$1,12 ; R$1,18 ;23;N;1;4
16/01/2018;3;1; R$0,77 ; R$0,96 ;93;N;1;1
