Dt_Venda;Cod_prod;Cod_Cliente;Pr_custo;Pr_Unit;Qtde;Situacao;Cod_Canal_vendas;Cod_Vend
12/01/2017;6;8; R$2,79 ; R$2,94 ;52;N;2;8
12/01/2017;7;1; R$1,00 ; R$1,43 ;109;N;2;1
12/01/2017;1;3; R$6,81 ; R$8,52 ;82;N;2;3
12/01/2017;1;1; R$6,68 ; R$8,35 ;91;N;2;1
12/01/2017;2;6; R$1,12 ; R$1,18 ;82;N;1;6
12/01/2017;2;4; R$1,13 ; R$1,19 ;15;N;2;4
12/01/2017;5;3; R$2,97 ; R$4,24 ;58;N;1;3
12/01/2017;5;8; R$3,06 ; R$4,37 ;95;N;1;8
12/01/2017;7;2; R$1,01 ; R$1,44 ;70;N;1;2
12/01/2017;5;6; R$2,94 ; R$4,19 ;56;N;1;6
13/01/2017;2;10; R$1,09 ; R$1,14 ;54;N;2;
13/01/2017;4;2; R$1,65 ; R$2,36 ;31;N;1;2
13/01/2017;7;5; R$0,98 ; R$1,40 ;41;N;1;5
13/01/2017;4;5; R$1,67 ; R$2,39 ;49;N;1;5
13/01/2017;9;9; R$2,67 ; R$2,81 ;66;N;1;9
13/01/2017;2;1; R$1,13 ; R$1,19 ;103;N;2;1
13/01/2017;4;1; R$1,72 ; R$2,46 ;12;N;1;1
13/01/2017;3;3; R$0,78 ; R$0,97 ;65;N;2;3
13/01/2017;7;6; R$0,99 ; R$1,41 ;46;N;2;6
13/01/2017;9;3; R$8,21 ; R$8,65 ;19;N;1;3
13/01/2017;4;9; R$1,67 ; R$2,39 ;104;N;2;9
13/01/2017;7;8; R$1,02 ; R$1,45 ;46;N;2;8
13/01/2017;9;9; R$8,29 ; R$8,73 ;70;N;2;9
13/01/2017;6;2; R$2,82 ; R$2,97 ;35;N;1;2
13/01/2017;6;7; R$2,79 ; R$2,94 ;44;N;1;7
14/01/2017;5;10; R$2,91 ; R$4,15 ;20;N;1;
14/01/2017;5;9; R$3,09 ; R$4,41 ;98;N;2;9
14/01/2017;9;6; R$8,13 ; R$8,56 ;47;N;2;6
14/01/2017;7;7; R$1,00 ; R$1,43 ;72;N;2;7
14/01/2017;6;9; R$2,79 ; R$2,94 ;106;N;1;9
14/01/2017;7;4; R$1,04 ; R$1,48 ;77;N;1;4
14/01/2017;9;10; R$2,69 ; R$2,84 ;32;N;2;
14/01/2017;3;8; R$0,75 ; R$0,94 ;37;N;1;8
14/01/2017;4;2; R$1,67 ; R$2,39 ;88;N;1;2
14/01/2017;4;6; R$1,69 ; R$2,41 ;13;N;1;6
14/01/2017;5;7; R$2,97 ; R$4,24 ;111;N;2;7
15/01/2017;5;7; R$2,94 ; R$4,19 ;100;N;1;7
15/01/2017;6;1; R$2,79 ; R$2,94 ;86;N;2;1
15/01/2017;9;4; R$2,69 ; R$2,84 ;25;N;2;4
15/01/2017;7;3; R$0,98 ; R$1,40 ;50;N;1;3
15/01/2017;9;3; R$8,13 ; R$8,56 ;62;N;2;3
15/01/2017;4;8; R$1,70 ; R$2,43 ;77;N;1;8
15/01/2017;9;4; R$2,67 ; R$2,81 ;37;N;1;4
15/01/2017;9;9; R$2,64 ; R$2,78 ;65;N;1;9
15/01/2017;4;8; R$1,67 ; R$2,39 ;107;N;2;8
15/01/2017;2;5; R$1,09 ; R$1,14 ;16;N;1;5
15/01/2017;5;1; R$2,91 ; R$4,15 ;112;N;1;1
15/01/2017;2;1; R$1,12 ; R$1,18 ;54;N;1;1
15/01/2017;4;3; R$1,67 ; R$2,39 ;51;N;1;3
15/01/2017;2;1; R$1,10 ; R$1,16 ;35;N;2;1
15/01/2017;3;1; R$0,76 ; R$0,95 ;76;N;2;1
15/01/2017;2;3; R$1,10 ; R$1,16 ;30;N;2;3
15/01/2017;9;5; R$2,59 ; R$2,72 ;26;N;2;5
15/01/2017;5;7; R$3,09 ; R$4,41 ;25;N;2;7
15/01/2017;5;9; R$2,91 ; R$4,15 ;58;N;1;9
15/01/2017;7;8; R$1,00 ; R$1,43 ;105;N;1;8
15/01/2017;7;6; R$0,98 ; R$1,40 ;95;N;1;6
16/01/2017;1;7; R$6,75 ; R$8,43 ;61;N;1;7
16/01/2017;1;3; R$6,75 ; R$8,43 ;65;N;1;3
16/01/2017;6;2; R$2,91 ; R$3,06 ;84;N;1;2
16/01/2017;9;6; R$8,13 ; R$8,56 ;91;N;1;6
16/01/2017;3;9; R$0,78 ; R$0,97 ;29;N;1;9
16/01/2017;6;3; R$2,94 ; R$3,09 ;71;N;1;3
16/01/2017;6;5; R$2,91 ; R$3,06 ;35;N;1;5
16/01/2017;7;8; R$1,02 ; R$1,45 ;59;N;1;8
16/01/2017;1;2; R$6,61 ; R$8,27 ;104;N;2;2
16/01/2017;3;6; R$0,76 ; R$0,95 ;47;N;1;6
16/01/2017;4;1; R$1,72 ; R$2,46 ;95;N;2;1
16/01/2017;6;9; R$2,82 ; R$2,97 ;66;N;1;9
16/01/2017;6;3; R$2,88 ; R$3,03 ;107;N;1;3
16/01/2017;4;10; R$1,65 ; R$2,36 ;69;N;1;
16/01/2017;3;4; R$0,78 ; R$0,98 ;91;N;1;4
16/01/2017;9;1; R$8,05 ; R$8,47 ;52;N;1;1
16/01/2017;2;10; R$1,11 ; R$1,17 ;95;N;2;
16/01/2017;5;1; R$2,91 ; R$4,15 ;90;C;1;1
16/01/2017;7;6; R$1,03 ; R$1,47 ;20;N;1;6
16/01/2017;2;3; R$1,09 ; R$1,14 ;91;N;1;3
16/01/2017;5;4; R$3,09 ; R$4,41 ;98;N;1;4
16/01/2017;7;8; R$1,04 ; R$1,48 ;42;N;1;8
16/01/2017;6;1; R$2,82 ; R$2,97 ;56;N;1;1
16/01/2017;7;8; R$1,02 ; R$1,45 ;103;N;1;8
17/01/2017;6;9; R$2,85 ; R$3,00 ;112;N;1;9
17/01/2017;1;5; R$6,88 ; R$8,60 ;52;N;1;5
17/01/2017;7;1; R$1,03 ; R$1,47 ;43;N;1;1
17/01/2017;9;5; R$7,89 ; R$8,30 ;51;N;1;5
17/01/2017;5;5; R$3,03 ; R$4,32 ;83;N;1;5
17/01/2017;5;5; R$3,06 ; R$4,37 ;107;N;2;5
17/01/2017;7;5; R$1,00 ; R$1,43 ;80;N;1;5
17/01/2017;9;7; R$7,89 ; R$8,30 ;15;N;1;7
17/01/2017;2;2; R$1,13 ; R$1,19 ;65;N;2;2
17/01/2017;2;4; R$1,11 ; R$1,17 ;65;N;1;4
17/01/2017;2;1; R$1,15 ; R$1,22 ;56;N;2;1
17/01/2017;4;3; R$1,74 ; R$2,48 ;65;N;1;3
17/01/2017;4;6; R$1,74 ; R$2,48 ;28;N;1;6
17/01/2017;5;5; R$2,91 ; R$4,15 ;24;N;1;5
17/01/2017;2;8; R$1,11 ; R$1,17 ;53;N;1;8
17/01/2017;6;3; R$2,91 ; R$3,06 ;79;N;1;3
18/01/2017;9;2; R$2,64 ; R$2,78 ;39;N;1;2
18/01/2017;4;2; R$1,67 ; R$2,39 ;38;N;2;2
18/01/2017;9;6; R$2,67 ; R$2,81 ;47;N;1;6
18/01/2017;2;5; R$1,11 ; R$1,17 ;18;N;1;5
18/01/2017;4;6; R$1,70 ; R$2,43 ;115;N;1;6
18/01/2017;9;7; R$2,67 ; R$2,81 ;60;N;1;7
18/01/2017;9;5; R$2,59 ; R$2,72 ;22;N;1;5
18/01/2017;2;9; R$1,13 ; R$1,19 ;91;N;2;9
18/01/2017;5;2; R$3,00 ; R$4,28 ;28;N;2;2
18/01/2017;5;2; R$3,00 ; R$4,28 ;48;N;2;2
18/01/2017;9;3; R$8,05 ; R$8,47 ;77;N;2;3
18/01/2017;2;8; R$1,11 ; R$1,17 ;28;N;2;8
18/01/2017;2;4; R$1,13 ; R$1,19 ;79;N;2;4
18/01/2017;4;9; R$1,64 ; R$2,34 ;88;N;1;9
18/01/2017;5;7; R$2,97 ; R$4,24 ;15;N;1;7
19/01/2017;1;6; R$6,55 ; R$8,18 ;22;N;1;6
19/01/2017;5;9; R$3,00 ; R$4,28 ;28;N;2;9
19/01/2017;6;3; R$2,91 ; R$3,06 ;17;N;1;3
19/01/2017;9;7; R$8,38 ; R$8,82 ;91;N;1;7
19/01/2017;1;2; R$6,61 ; R$8,27 ;11;N;2;2
19/01/2017;1;3; R$6,81 ; R$8,52 ;91;N;1;3
19/01/2017;3;1; R$0,77 ; R$0,96 ;78;N;1;1
19/01/2017;5;7; R$3,09 ; R$4,41 ;69;N;1;7
19/01/2017;4;7; R$1,70 ; R$2,43 ;77;N;2;7
19/01/2017;5;9; R$3,03 ; R$4,32 ;115;N;1;9
19/01/2017;5;5; R$2,91 ; R$4,15 ;11;N;2;5
19/01/2017;4;4; R$1,74 ; R$2,48 ;99;N;1;4
19/01/2017;6;2; R$2,76 ; R$2,91 ;112;N;1;2
19/01/2017;5;7; R$3,06 ; R$4,37 ;19;N;2;7
19/01/2017;1;2; R$6,81 ; R$8,52 ;114;N;1;2
19/01/2017;4;8; R$1,65 ; R$2,36 ;51;N;1;8
20/01/2017;1;7; R$6,55 ; R$8,18 ;10;N;2;7
20/01/2017;5;8; R$2,94 ; R$4,19 ;88;N;1;8
20/01/2017;9;7; R$7,89 ; R$8,30 ;22;N;1;7
20/01/2017;5;7; R$3,06 ; R$4,37 ;33;N;1;7
20/01/2017;9;8; R$2,67 ; R$2,81 ;87;N;1;8
20/01/2017;1;10; R$6,55 ; R$8,18 ;24;N;2;
20/01/2017;2;4; R$1,10 ; R$1,16 ;108;N;2;4
20/01/2017;9;10; R$8,29 ; R$8,73 ;100;N;2;
20/01/2017;9;3; R$8,29 ; R$8,73 ;63;N;2;3
20/01/2017;7;2; R$1,03 ; R$1,47 ;19;N;2;2
20/01/2017;6;3; R$2,76 ; R$2,91 ;21;N;1;3
20/01/2017;3;9; R$0,76 ; R$0,95 ;39;N;2;9
20/01/2017;5;7; R$3,03 ; R$4,32 ;12;N;2;7
20/01/2017;2;10; R$1,10 ; R$1,16 ;98;N;1;
20/01/2017;3;8; R$0,78 ; R$0,97 ;104;N;2;8
20/01/2017;3;8; R$0,78 ; R$0,97 ;47;N;2;8
20/01/2017;5;2; R$3,00 ; R$4,28 ;77;N;2;2
20/01/2017;1;1; R$6,61 ; R$8,27 ;44;N;1;1
20/01/2017;1;3; R$6,88 ; R$8,60 ;79;N;2;3
20/01/2017;9;4; R$2,69 ; R$2,84 ;17;N;1;4
20/01/2017;5;6; R$2,91 ; R$4,15 ;101;N;1;6
20/01/2017;2;7; R$1,12 ; R$1,18 ;55;N;2;7
20/01/2017;4;9; R$1,74 ; R$2,48 ;51;N;2;9
21/01/2017;2;8; R$1,14 ; R$1,20 ;29;N;1;8
21/01/2017;5;1; R$3,00 ; R$4,28 ;78;N;2;1
21/01/2017;9;1; R$2,69 ; R$2,84 ;45;N;1;1
21/01/2017;2;3; R$1,13 ; R$1,19 ;22;N;1;3
21/01/2017;2;4; R$1,15 ; R$1,22 ;23;N;1;4
21/01/2017;3;7; R$0,75 ; R$0,94 ;93;N;1;7
21/01/2017;9;5; R$2,67 ; R$2,81 ;38;N;1;5
21/01/2017;2;1; R$1,12 ; R$1,18 ;74;N;1;1
21/01/2017;3;8; R$0,75 ; R$0,94 ;62;N;1;8
21/01/2017;4;6; R$1,70 ; R$2,43 ;51;N;1;6
21/01/2017;9;1; R$8,38 ; R$8,82 ;110;N;2;1
21/01/2017;4;5; R$1,65 ; R$2,36 ;59;N;2;5
21/01/2017;6;8; R$2,94 ; R$3,09 ;103;N;2;8
21/01/2017;2;10; R$1,12 ; R$1,18 ;81;N;1;
21/01/2017;2;3; R$1,11 ; R$1,17 ;88;N;1;3
21/01/2017;7;2; R$0,98 ; R$1,40 ;20;N;1;2
21/01/2017;9;4; R$2,59 ; R$2,72 ;68;N;1;4
22/01/2017;2;4; R$1,15 ; R$1,22 ;76;N;1;4
22/01/2017;7;10; R$0,99 ; R$1,41 ;23;N;1;
22/01/2017;1;7; R$6,55 ; R$8,18 ;36;N;1;7
22/01/2017;5;2; R$3,09 ; R$4,41 ;79;N;1;2
22/01/2017;2;5; R$1,11 ; R$1,17 ;68;N;1;5
22/01/2017;3;4; R$0,76 ; R$0,95 ;50;N;1;4
22/01/2017;2;8; R$1,10 ; R$1,16 ;61;N;1;8
22/01/2017;3;4; R$0,77 ; R$0,96 ;48;N;2;4
22/01/2017;4;5; R$1,67 ; R$2,39 ;103;N;1;5
22/01/2017;5;3; R$3,00 ; R$4,28 ;72;N;2;3
23/01/2017;1;5; R$6,48 ; R$8,10 ;101;N;1;5
23/01/2017;1;3; R$6,55 ; R$8,18 ;74;N;1;3
23/01/2017;3;4; R$0,75 ; R$0,94 ;106;N;1;4
23/01/2017;4;3; R$1,70 ; R$2,43 ;106;N;2;3
23/01/2017;7;2; R$1,01 ; R$1,44 ;77;N;1;2
23/01/2017;9;7; R$2,72 ; R$2,86 ;74;N;1;7
23/01/2017;9;2; R$8,05 ; R$8,47 ;101;N;1;2
23/01/2017;4;7; R$1,67 ; R$2,39 ;110;N;1;7
23/01/2017;6;5; R$2,85 ; R$3,00 ;98;N;1;5
23/01/2017;7;6; R$0,99 ; R$1,41 ;31;N;1;6
23/01/2017;4;6; R$1,69 ; R$2,41 ;65;N;1;6
23/01/2017;6;4; R$2,85 ; R$3,00 ;105;N;2;4
23/01/2017;6;5; R$2,82 ; R$2,97 ;79;N;1;5
23/01/2017;9;7; R$2,69 ; R$2,84 ;89;N;2;7
23/01/2017;9;1; R$2,59 ; R$2,72 ;59;N;1;1
23/01/2017;3;7; R$0,77 ; R$0,96 ;41;N;1;7
23/01/2017;5;8; R$3,03 ; R$4,32 ;75;N;2;8
23/01/2017;5;5; R$3,03 ; R$4,32 ;59;N;1;5
23/01/2017;6;3; R$2,79 ; R$2,94 ;38;N;1;3
23/01/2017;4;8; R$1,64 ; R$2,34 ;94;N;1;8
23/01/2017;7;1; R$0,98 ; R$1,40 ;31;N;1;1
23/01/2017;1;8; R$6,88 ; R$8,60 ;103;N;1;8
23/01/2017;4;10; R$1,70 ; R$2,43 ;111;N;1;
23/01/2017;4;3; R$1,65 ; R$2,36 ;11;N;2;3
23/01/2017;5;7; R$3,00 ; R$4,28 ;78;N;2;7
23/01/2017;5;8; R$3,03 ; R$4,32 ;108;N;2;8
23/01/2017;6;7; R$2,88 ; R$3,03 ;43;N;1;7
23/01/2017;9;8; R$8,05 ; R$8,47 ;76;N;2;8
23/01/2017;3;4; R$0,74 ; R$0,93 ;67;N;1;4
23/01/2017;5;3; R$3,00 ; R$4,28 ;64;N;2;3
23/01/2017;7;7; R$1,01 ; R$1,44 ;74;N;1;7
23/01/2017;7;5; R$1,00 ; R$1,43 ;113;N;1;5
23/01/2017;1;2; R$6,81 ; R$8,52 ;79;N;1;2
23/01/2017;9;1; R$2,56 ; R$2,70 ;114;N;2;1
24/01/2017;1;7; R$6,81 ; R$8,52 ;101;N;1;7
24/01/2017;5;7; R$2,94 ; R$4,19 ;63;N;2;7
24/01/2017;3;8; R$0,76 ; R$0,95 ;60;N;2;8
24/01/2017;9;8; R$2,61 ; R$2,75 ;39;N;2;8
24/01/2017;9;10; R$2,56 ; R$2,70 ;113;N;1;
24/01/2017;3;6; R$0,79 ; R$0,99 ;98;N;2;6
24/01/2017;9;5; R$7,97 ; R$8,39 ;41;N;1;5
24/01/2017;9;9; R$2,64 ; R$2,78 ;71;N;2;9
24/01/2017;1;4; R$6,68 ; R$8,35 ;39;N;1;4
24/01/2017;5;7; R$3,06 ; R$4,37 ;60;N;1;7
24/01/2017;6;3; R$2,94 ; R$3,09 ;83;N;1;3
24/01/2017;9;6; R$8,29 ; R$8,73 ;69;N;1;6
24/01/2017;3;7; R$0,75 ; R$0,94 ;47;N;1;7
24/01/2017;9;4; R$2,56 ; R$2,70 ;53;N;2;4
24/01/2017;6;10; R$2,76 ; R$2,91 ;81;N;1;
24/01/2017;1;4; R$6,81 ; R$8,52 ;76;N;2;4
24/01/2017;2;1; R$1,15 ; R$1,22 ;72;N;1;1
24/01/2017;9;4; R$2,56 ; R$2,70 ;96;N;2;4
25/01/2017;9;8; R$2,61 ; R$2,75 ;97;N;1;8
25/01/2017;3;3; R$0,75 ; R$0,94 ;43;N;2;3
25/01/2017;3;2; R$0,74 ; R$0,93 ;76;N;2;2
25/01/2017;7;2; R$0,98 ; R$1,40 ;34;N;1;2
25/01/2017;9;10; R$2,67 ; R$2,81 ;12;N;1;
25/01/2017;9;7; R$8,05 ; R$8,47 ;17;N;1;7
25/01/2017;1;6; R$6,61 ; R$8,27 ;112;N;1;6
25/01/2017;3;1; R$0,75 ; R$0,94 ;62;N;1;1
25/01/2017;5;9; R$3,03 ; R$4,32 ;74;N;2;9
25/01/2017;7;1; R$0,99 ; R$1,41 ;92;N;2;1
25/01/2017;3;1; R$0,79 ; R$0,99 ;91;N;2;1
25/01/2017;7;5; R$1,02 ; R$1,45 ;66;N;1;5
25/01/2017;2;10; R$1,13 ; R$1,19 ;64;N;2;
25/01/2017;6;6; R$2,94 ; R$3,09 ;39;N;1;6
25/01/2017;7;3; R$1,02 ; R$1,45 ;62;N;1;3
25/01/2017;6;8; R$2,88 ; R$3,03 ;113;N;1;8
25/01/2017;1;10; R$6,61 ; R$8,27 ;75;N;1;
25/01/2017;6;2; R$2,85 ; R$3,00 ;96;N;1;2
25/01/2017;6;6; R$2,85 ; R$3,00 ;12;N;1;6
26/01/2017;6;6; R$2,79 ; R$2,94 ;80;N;1;6
26/01/2017;6;2; R$2,79 ; R$2,94 ;113;N;1;2
26/01/2017;7;7; R$0,98 ; R$1,40 ;28;N;2;7
26/01/2017;3;6; R$0,76 ; R$0,95 ;78;N;1;6
26/01/2017;3;9; R$0,77 ; R$0,96 ;72;N;1;9
26/01/2017;6;9; R$2,88 ; R$3,03 ;80;N;2;9
26/01/2017;2;5; R$1,09 ; R$1,14 ;98;N;1;5
26/01/2017;9;8; R$2,69 ; R$2,84 ;18;N;2;8
26/01/2017;3;9; R$0,78 ; R$0,97 ;61;N;1;9
26/01/2017;4;8; R$1,74 ; R$2,48 ;98;N;2;8
26/01/2017;6;6; R$2,85 ; R$3,00 ;25;N;1;6
26/01/2017;1;2; R$6,55 ; R$8,18 ;17;N;1;2
